OP_ID,GN_EFFORT_ID,OP_DATE,MESH_SIZE,BEG_DEPTH,END_DEPTH,LAT,LON,NIGHTS_OUT,N.PANEL
101061,43322,6/8/1931,30,82.3,84.1,42.2933,-87.4,13,2
99617,43378,6/16/1931,23,82.3,84.1,42.2933,-87.4,8,2
99618,43379,6/16/1931,24,82.3,84.1,42.2933,-87.4,8,2
99619,43380,6/16/1931,25,82.3,84.1,42.2933,-87.4,8,2
99620,43381,6/16/1931,26,82.3,84.1,42.2933,-87.4,8,2
99621,43382,6/16/1931,30,82.3,84.1,42.2933,-87.4,8,2
99697,43443,6/30/1931,23,82.3,84.1,42.2933,-87.4,14,2
99698,43444,6/30/1931,24,82.3,84.1,42.2933,-87.4,14,2
99699,43445,6/30/1931,25,82.3,84.1,42.2933,-87.4,14,2
99700,43446,6/30/1931,26,82.3,84.1,42.2933,-87.4,14,2
99701,43447,6/30/1931,30,82.3,84.1,42.2933,-87.4,14,2
99615,43376,6/16/1931,26,49.4,54.9,42.3267,-87.63,8,2
100985,43258,5/26/1931,23,49.4,54.9,42.3267,-87.63,15,2
100986,43259,5/26/1931,24,49.4,54.9,42.3267,-87.63,15,2
100987,43260,5/26/1931,25,49.4,54.9,42.3267,-87.63,15,2
100988,43261,5/26/1931,26,49.4,54.9,42.3267,-87.63,15,2
100989,43262,5/26/1931,30,49.4,54.9,42.3267,-87.63,15,2
101052,43313,6/8/1931,23,49.4,54.9,42.3267,-87.63,13,2
101053,43314,6/8/1931,24,49.4,54.9,42.3267,-87.63,13,2
101054,43315,6/8/1931,25,49.4,54.9,42.3267,-87.63,13,2
101055,43316,6/8/1931,26,49.4,54.9,42.3267,-87.63,13,2
101056,43317,6/8/1931,30,49.4,54.9,42.3267,-87.63,13,2
99612,43373,6/16/1931,23,49.4,54.9,42.3267,-87.63,8,2
99613,43374,6/16/1931,24,49.4,54.9,42.3267,-87.63,8,2
99614,43375,6/16/1931,25,49.4,54.9,42.3267,-87.63,8,2
99616,43377,6/16/1931,30,49.4,54.9,42.3267,-87.63,8,2
99692,43438,6/30/1931,23,49.4,54.9,42.3267,-87.63,14,2
99693,43439,6/30/1931,24,49.4,54.9,42.3267,-87.63,14,2
99694,43440,6/30/1931,25,49.4,54.9,42.3267,-87.63,14,2
99695,43441,6/30/1931,26,49.4,54.9,42.3267,-87.63,14,2
99696,43442,6/30/1931,30,49.4,54.9,42.3267,-87.63,14,2
100868,43167,11/11/1930,30,29.3,31.1,42.375,-87.6972,1,1
100864,43163,11/11/1930,23,29.3,31.1,42.375,-87.6972,1,1
100865,43164,11/11/1930,24,29.3,31.1,42.375,-87.6972,1,1
100866,43165,11/11/1930,25,29.3,31.1,42.375,-87.6972,1,1
100867,43166,11/11/1930,26,29.3,31.1,42.375,-87.6972,1,1
100933,43215,5/12/1931,25,83.2,87.8,42.3833,-86.7017,11,2
100931,43213,5/12/1931,23,83.2,87.8,42.3833,-86.7017,11,2
100932,43214,5/12/1931,24,83.2,87.8,42.3833,-86.7017,11,2
100934,43216,5/12/1931,26,83.2,87.8,42.3833,-86.7017,11,2
100935,43217,5/12/1931,30,83.2,87.8,42.3833,-86.7017,11,2
101069,43328,6/9/1931,23,86.9,87.8,42.3867,-86.7167,13,1
101002,43273,5/27/1931,23,86.9,87.8,42.3867,-86.7167,15,1
101003,43274,5/27/1931,24,86.9,87.8,42.3867,-86.7167,15,1
101004,43275,5/27/1931,25,86.9,87.8,42.3867,-86.7167,15,1
101005,43276,5/27/1931,26,86.9,87.8,42.3867,-86.7167,15,1
101006,43277,5/27/1931,30,86.9,87.8,42.3867,-86.7167,15,1
101070,43329,6/9/1931,24,86.9,87.8,42.3867,-86.7167,13,1
101071,43330,6/9/1931,25,86.9,87.8,42.3867,-86.7167,13,1
101072,43331,6/9/1931,26,86.9,87.8,42.3867,-86.7167,13,1
101073,43332,6/9/1931,30,86.9,87.8,42.3867,-86.7167,13,1
99629,43388,6/18/1931,23,86.9,91.4,42.3867,-86.7167,9,2
99630,43389,6/18/1931,24,86.9,91.4,42.3867,-86.7167,9,2
99631,43390,6/18/1931,25,86.9,91.4,42.3867,-86.7167,9,2
99632,43391,6/18/1931,26,86.9,91.4,42.3867,-86.7167,9,2
99633,43392,6/18/1931,30,86.9,91.4,42.3867,-86.7167,9,2
99707,43453,7/1/1931,23,86.9,91.4,42.3867,-86.7167,13,2
99708,43454,7/1/1931,24,86.9,91.4,42.3867,-86.7167,13,2
99709,43455,7/1/1931,25,86.9,91.4,42.3867,-86.7167,13,2
99710,43456,7/1/1931,26,86.9,91.4,42.3867,-86.7167,13,2
99711,43457,7/1/1931,30,86.9,91.4,42.3867,-86.7167,13,2
100888,43186,11/15/1930,26,62.2,64,42.3945,-87.5931,3,1
100869,43168,11/12/1930,23,62.2,64,42.3945,-87.5931,5,1
100870,43169,11/12/1930,24,62.2,64,42.3945,-87.5931,5,1
100871,43170,11/12/1930,25,62.2,64,42.3945,-87.5931,5,1
100872,43171,11/12/1930,26,62.2,64,42.3945,-87.5931,5,1
100873,43172,11/12/1930,30,62.2,64,42.3945,-87.5931,5,1
100885,43183,11/15/1930,23,62.2,64,42.3945,-87.5931,3,1
100886,43184,11/15/1930,24,62.2,64,42.3945,-87.5931,3,1
100887,43185,11/15/1930,25,62.2,64,42.3945,-87.5931,3,1
100889,43187,11/15/1930,30,62.2,64,42.3945,-87.5931,3,1
100262,44019,11/14/1931,24,68.6,73.2,42.395,-87.5867,12,3
100263,44020,11/14/1931,25,68.6,73.2,42.395,-87.5867,12,3
100264,44021,11/14/1931,26,68.6,73.2,42.395,-87.5867,12,3
100265,44022,11/14/1931,30,68.6,73.2,42.395,-87.5867,12,3
100192,43959,10/22/1931,24,68.6,73.2,42.395,-87.5867,9,3
100227,43988,11/2/1931,23,68.6,73.2,42.395,-87.5867,11,3
100261,44018,11/14/1931,23,68.6,73.2,42.395,-87.5867,12,3
100191,43958,10/22/1931,23,68.6,73.2,42.395,-87.5867,9,3
100193,43960,10/22/1931,25,68.6,73.2,42.395,-87.5867,9,3
100194,43961,10/22/1931,26,68.6,73.2,42.395,-87.5867,9,3
100195,43962,10/22/1931,30,68.6,73.2,42.395,-87.5867,9,3
100228,43989,11/2/1931,24,68.6,73.2,42.395,-87.5867,11,3
100229,43990,11/2/1931,25,68.6,73.2,42.395,-87.5867,11,3
100230,43991,11/2/1931,26,68.6,73.2,42.395,-87.5867,11,3
100231,43992,11/2/1931,30,68.6,73.2,42.395,-87.5867,11,3
100697,43027,8/19/1930,23,49.4,51.2,42.4,-86.4667,12,1
100698,43028,8/19/1930,24,49.4,51.2,42.4,-86.4667,12,1
100699,43029,8/19/1930,25,49.4,51.2,42.4,-86.4667,12,1
100700,43030,8/19/1930,26,49.4,51.2,42.4,-86.4667,12,1
100701,43031,8/19/1930,30,49.4,51.2,42.4,-86.4667,12,1
100814,43119,10/21/1930,24,82.3,128,42.4389,-86.5597,7,1
100813,43118,10/21/1930,23,82.3,128,42.4389,-86.5597,7,1
100815,43120,10/21/1930,25,82.3,128,42.4389,-86.5597,7,1
100816,43121,10/21/1930,26,82.3,128,42.4389,-86.5597,7,1
100817,43122,10/21/1930,30,82.3,128,42.4389,-86.5597,7,1
100838,43143,10/28/1930,23,60.4,61.3,42.4736,-86.4778,12,1
100839,43144,10/28/1930,24,60.4,61.3,42.4736,-86.4778,12,1
100840,43145,10/28/1930,25,60.4,61.3,42.4736,-86.4778,12,1
100841,43146,10/28/1930,26,60.4,61.3,42.4736,-86.4778,12,1
100842,43147,10/28/1930,30,60.4,61.3,42.4736,-86.4778,12,1
100843,43148,10/30/1930,23,75,75,42.5208,-86.5806,14,1
100844,43149,10/30/1930,24,75,75,42.5208,-86.5806,14,1
100845,43150,10/30/1930,25,75,75,42.5208,-86.5806,14,1
100846,43151,10/30/1930,26,75,75,42.5208,-86.5806,14,1
100847,43152,10/30/1930,30,75,75,42.5208,-86.5806,14,1
100880,43178,11/14/1930,23,65.8,65.8,42.5931,-87.5528,4,1
100881,43179,11/14/1930,24,65.8,65.8,42.5931,-87.5528,4,1
100882,43180,11/14/1930,25,65.8,65.8,42.5931,-87.5528,4,1
100883,43181,11/14/1930,26,65.8,65.8,42.5931,-87.5528,4,1
100884,43182,11/14/1930,30,65.8,65.8,42.5931,-87.5528,4,1
100857,43158,11/10/1930,23,73.2,73.2,42.5931,-87.557,4,1
100858,43159,11/10/1930,24,73.2,73.2,42.5931,-87.557,4,1
100859,43160,11/10/1930,25,73.2,73.2,42.5931,-87.557,4,1
100860,43161,11/10/1930,26,73.2,73.2,42.5931,-87.557,4,1
100861,43162,11/10/1930,30,73.2,73.2,42.5931,-87.557,4,1
100576,42922,7/28/1930,23,111.6,113.4,42.6472,-87.3445,16,1
100577,42923,7/28/1930,24,111.6,113.4,42.6472,-87.3445,16,1
100578,42924,7/28/1930,25,111.6,113.4,42.6472,-87.3445,16,1
100579,42925,7/28/1930,26,111.6,113.4,42.6472,-87.3445,16,1
100580,42926,7/28/1930,30,111.6,113.4,42.6472,-87.3445,16,1
100646,42982,8/8/1930,23,111.6,113.4,42.6472,-87.3445,12,1
100647,42983,8/8/1930,24,111.6,113.4,42.6472,-87.3445,12,1
100648,42984,8/8/1930,25,111.6,113.4,42.6472,-87.3445,12,1
100649,42985,8/8/1930,26,111.6,113.4,42.6472,-87.3445,12,1
100650,42986,8/8/1930,30,111.6,113.4,42.6472,-87.3445,12,1
100707,43037,8/20/1930,23,111.6,113.4,42.6472,-87.3445,12,1
100708,43038,8/20/1930,24,111.6,113.4,42.6472,-87.3445,12,1
100709,43039,8/20/1930,25,111.6,113.4,42.6472,-87.3445,12,1
100710,43040,8/20/1930,26,111.6,113.4,42.6472,-87.3445,12,1
100711,43041,8/20/1930,30,111.6,113.4,42.6472,-87.3445,12,1
100570,42917,7/26/1930,23,54.9,62.2,42.6472,-87.5833,14,1
100571,42918,7/26/1930,24,54.9,62.2,42.6472,-87.5833,14,1
100572,42919,7/26/1930,25,54.9,62.2,42.6472,-87.5833,14,1
100573,42920,7/26/1930,26,54.9,62.2,42.6472,-87.5833,14,1
100574,42921,7/26/1930,30,54.9,62.2,42.6472,-87.5833,14,1
100641,42977,8/8/1930,23,54.9,62.2,42.6472,-87.5833,12,1
100642,42978,8/8/1930,24,54.9,62.2,42.6472,-87.5833,12,1
100643,42979,8/8/1930,25,54.9,62.2,42.6472,-87.5833,12,1
100644,42980,8/8/1930,26,54.9,62.2,42.6472,-87.5833,12,1
100645,42981,8/8/1930,30,54.9,62.2,42.6472,-87.5833,12,1
100702,43032,8/20/1930,23,54.9,62.2,42.6472,-87.5833,12,1
100703,43033,8/20/1930,24,54.9,62.2,42.6472,-87.5833,12,1
100704,43034,8/20/1930,25,54.9,62.2,42.6472,-87.5833,12,1
100705,43035,8/20/1930,26,54.9,62.2,42.6472,-87.5833,12,1
100706,43036,8/20/1930,30,54.9,62.2,42.6472,-87.5833,12,1
99825,43553,7/25/1931,23,65.8,73.2,42.7633,-87.5617,8,2
99826,43554,7/25/1931,24,65.8,73.2,42.7633,-87.5617,8,2
99827,43555,7/25/1931,25,65.8,73.2,42.7633,-87.5617,8,2
99828,43556,7/25/1931,26,65.8,73.2,42.7633,-87.5617,8,2
99829,43557,7/25/1931,30,65.8,73.2,42.7633,-87.5617,8,2
99885,43603,8/6/1931,23,65.8,73.2,42.7633,-87.5617,12,2
99886,43604,8/6/1931,24,65.8,73.2,42.7633,-87.5617,12,2
99887,43605,8/6/1931,25,65.8,73.2,42.7633,-87.5617,12,2
99888,43606,8/6/1931,26,65.8,73.2,42.7633,-87.5617,12,2
99889,43607,8/6/1931,30,65.8,73.2,42.7633,-87.5617,12,2
99945,43653,8/15/1931,23,65.8,73.2,42.7633,-87.5617,9,2
99946,43654,8/15/1931,24,65.8,73.2,42.7633,-87.5617,9,2
99947,43655,8/15/1931,25,65.8,73.2,42.7633,-87.5617,9,2
99948,43656,8/15/1931,26,65.8,73.2,42.7633,-87.5617,9,2
99949,43657,8/15/1931,30,65.8,73.2,42.7633,-87.5617,9,2
100147,43822,9/14/1931,30,58.5,65.8,42.765,-87.5883,11,2
100007,43703,8/24/1931,23,58.5,65.8,42.765,-87.5883,9,2
100008,43704,8/24/1931,24,58.5,65.8,42.765,-87.5883,9,2
100009,43705,8/24/1931,25,58.5,65.8,42.765,-87.5883,9,2
100010,43706,8/24/1931,26,58.5,65.8,42.765,-87.5883,9,2
100011,43707,8/24/1931,30,58.5,65.8,42.765,-87.5883,9,2
100078,43763,9/2/1931,23,58.5,65.8,42.765,-87.5883,9,2
100079,43764,9/2/1931,24,58.5,65.8,42.765,-87.5883,9,2
100080,43765,9/2/1931,25,58.5,65.8,42.765,-87.5883,9,2
100081,43766,9/2/1931,26,58.5,65.8,42.765,-87.5883,9,2
100082,43767,9/2/1931,30,58.5,65.8,42.765,-87.5883,9,2
100143,43818,9/14/1931,23,58.5,65.8,42.765,-87.5883,11,2
100144,43819,9/14/1931,24,58.5,65.8,42.765,-87.5883,11,2
100145,43820,9/14/1931,25,58.5,65.8,42.765,-87.5883,11,2
100146,43821,9/14/1931,26,58.5,65.8,42.765,-87.5883,11,2
100322,43868,9/24/1931,23,58.5,65.8,42.765,-87.5883,10,2
100323,43869,9/24/1931,24,58.5,65.8,42.765,-87.5883,10,2
100324,43870,9/24/1931,25,58.5,65.8,42.765,-87.5883,10,2
100325,43871,9/24/1931,26,58.5,65.8,42.765,-87.5883,10,2
100326,43872,9/24/1931,30,58.5,65.8,42.765,-87.5883,10,2
100855,43157,11/8/1930,30,76.8,78.6,42.7708,-87.4972,5,1
100879,43177,11/13/1930,30,75,76.8,42.7708,-87.4972,5,1
100851,43153,11/8/1930,23,76.8,78.6,42.7708,-87.4972,5,1
100852,43154,11/8/1930,24,76.8,78.6,42.7708,-87.4972,5,1
100853,43155,11/8/1930,25,76.8,78.6,42.7708,-87.4972,5,1
100854,43156,11/8/1930,26,76.8,78.6,42.7708,-87.4972,5,1
100875,43173,11/13/1930,23,75,76.8,42.7708,-87.4972,5,1
100876,43174,11/13/1930,24,75,76.8,42.7708,-87.4972,5,1
100877,43175,11/13/1930,25,75,76.8,42.7708,-87.4972,5,1
100878,43176,11/13/1930,26,75,76.8,42.7708,-87.4972,5,1
100256,44013,11/13/1931,23,86,89.6,42.7967,-87.4883,14,3
100257,44014,11/13/1931,24,86,89.6,42.7967,-87.4883,14,3
100258,44015,11/13/1931,25,86,89.6,42.7967,-87.4883,14,3
100259,44016,11/13/1931,26,86,89.6,42.7967,-87.4883,14,3
100260,44017,11/13/1931,30,86,89.6,42.7967,-87.4883,14,3
99894,43612,8/6/1931,30,102.4,106.1,42.8233,-87.355,12,2
100013,43709,8/24/1931,24,102.4,106.1,42.8233,-87.355,9,2
100085,43770,9/2/1931,25,102.4,106.1,42.8233,-87.355,9,2
99830,43558,7/25/1931,23,102.4,106.1,42.8233,-87.355,8,2
99831,43559,7/25/1931,24,102.4,106.1,42.8233,-87.355,8,2
99832,43560,7/25/1931,25,102.4,106.1,42.8233,-87.355,8,2
99833,43561,7/25/1931,26,102.4,106.1,42.8233,-87.355,8,2
99834,43562,7/25/1931,30,102.4,106.1,42.8233,-87.355,8,2
99890,43608,8/6/1931,23,102.4,106.1,42.8233,-87.355,12,2
99891,43609,8/6/1931,24,102.4,106.1,42.8233,-87.355,12,2
99892,43610,8/6/1931,25,102.4,106.1,42.8233,-87.355,12,2
99893,43611,8/6/1931,26,102.4,106.1,42.8233,-87.355,12,2
99950,43658,8/15/1931,23,102.4,106.1,42.8233,-87.355,9,2
99951,43659,8/15/1931,24,102.4,106.1,42.8233,-87.355,9,2
99952,43660,8/15/1931,25,102.4,106.1,42.8233,-87.355,9,2
99953,43661,8/15/1931,26,102.4,106.1,42.8233,-87.355,9,2
99954,43662,8/15/1931,30,102.4,106.1,42.8233,-87.355,9,2
100012,43708,8/24/1931,23,102.4,106.1,42.8233,-87.355,9,2
100014,43710,8/24/1931,25,102.4,106.1,42.8233,-87.355,9,2
100015,43711,8/24/1931,26,102.4,106.1,42.8233,-87.355,9,2
100016,43712,8/24/1931,30,102.4,106.1,42.8233,-87.355,9,2
100083,43768,9/2/1931,23,102.4,106.1,42.8233,-87.355,9,2
100084,43769,9/2/1931,24,102.4,106.1,42.8233,-87.355,9,2
100086,43771,9/2/1931,26,102.4,106.1,42.8233,-87.355,9,2
100087,43772,9/2/1931,30,102.4,106.1,42.8233,-87.355,9,2
100148,43823,9/14/1931,23,102.4,106.1,42.8233,-87.355,11,2
100149,43824,9/14/1931,24,102.4,106.1,42.8233,-87.355,11,2
100150,43825,9/14/1931,25,102.4,106.1,42.8233,-87.355,11,2
100151,43826,9/14/1931,26,102.4,106.1,42.8233,-87.355,11,2
100152,43827,9/14/1931,30,102.4,106.1,42.8233,-87.355,11,2
100389,43930,10/9/1931,25,106.1,111.6,42.8267,-87.34,11,3
100327,43873,9/28/1931,23,106.1,111.6,42.8267,-87.34,14,2
100328,43874,9/28/1931,24,106.1,111.6,42.8267,-87.34,14,2
100329,43875,9/28/1931,25,106.1,111.6,42.8267,-87.34,14,2
100330,43876,9/28/1931,26,106.1,111.6,42.8267,-87.34,14,2
100331,43877,9/28/1931,30,106.1,111.6,42.8267,-87.34,14,2
100387,43928,10/9/1931,23,106.1,111.6,42.8267,-87.34,11,3
100388,43929,10/9/1931,24,106.1,111.6,42.8267,-87.34,11,3
100390,43931,10/9/1931,26,106.1,111.6,42.8267,-87.34,11,3
100391,43932,10/9/1931,30,106.1,111.6,42.8267,-87.34,11,3
100185,43953,10/21/1931,23,106.1,111.6,42.8267,-87.34,12,3
100186,43954,10/21/1931,24,106.1,111.6,42.8267,-87.34,12,3
100187,43955,10/21/1931,25,106.1,111.6,42.8267,-87.34,12,3
100188,43956,10/21/1931,26,106.1,111.6,42.8267,-87.34,12,3
100189,43957,10/21/1931,30,106.1,111.6,42.8267,-87.34,12,3
100221,43983,10/30/1931,23,106.1,124.4,42.8267,-87.34,9,3
100222,43984,10/30/1931,24,106.1,124.4,42.8267,-87.34,9,3
100223,43985,10/30/1931,25,106.1,124.4,42.8267,-87.34,9,3
100224,43986,10/30/1931,26,106.1,124.4,42.8267,-87.34,9,3
100225,43987,10/30/1931,30,106.1,124.4,42.8267,-87.34,9,3
100912,43198,5/8/1931,23,66.8,73.2,42.835,-87.55,10,2
100913,43199,5/8/1931,24,66.8,73.2,42.835,-87.55,10,2
100914,43200,5/8/1931,25,66.8,73.2,42.835,-87.55,10,2
100915,43201,5/8/1931,26,66.8,73.2,42.835,-87.55,10,2
100916,43202,5/8/1931,30,66.8,73.2,42.835,-87.55,10,2
100973,43248,5/22/1931,23,66.8,73.2,42.835,-87.55,14,2
100974,43249,5/22/1931,24,66.8,73.2,42.835,-87.55,14,2
100975,43250,5/22/1931,25,66.8,73.2,42.835,-87.55,14,2
100976,43251,5/22/1931,26,66.8,73.2,42.835,-87.55,14,2
100977,43252,5/22/1931,30,66.8,73.2,42.835,-87.55,14,2
99604,43367,6/15/1931,30,57.6,66.8,42.835,-87.575,12,2
99767,43505,7/10/1931,25,57.6,66.8,42.835,-87.575,11,2
101040,43303,6/3/1931,23,57.6,66.8,42.835,-87.575,12,2
101041,43304,6/3/1931,24,57.6,66.8,42.835,-87.575,12,2
101042,43305,6/3/1931,25,57.6,66.8,42.835,-87.575,12,2
101043,43306,6/3/1931,26,57.6,66.8,42.835,-87.575,12,2
101044,43307,6/3/1931,30,57.6,66.8,42.835,-87.575,12,2
99600,43363,6/15/1931,23,57.6,66.8,42.835,-87.575,12,2
99601,43364,6/15/1931,24,57.6,66.8,42.835,-87.575,12,2
99602,43365,6/15/1931,25,57.6,66.8,42.835,-87.575,12,2
99603,43366,6/15/1931,26,57.6,66.8,42.835,-87.575,12,2
99680,43428,6/29/1931,23,57.6,66.8,42.835,-87.575,14,2
99681,43429,6/29/1931,24,57.6,66.8,42.835,-87.575,14,2
99682,43430,6/29/1931,25,57.6,66.8,42.835,-87.575,14,2
99683,43431,6/29/1931,26,57.6,66.8,42.835,-87.575,14,2
99684,43432,6/29/1931,30,57.6,66.8,42.835,-87.575,14,2
99765,43503,7/10/1931,23,57.6,66.8,42.835,-87.575,11,2
99766,43504,7/10/1931,24,57.6,66.8,42.835,-87.575,11,2
99768,43506,7/10/1931,26,57.6,66.8,42.835,-87.575,11,2
99769,43507,7/10/1931,30,57.6,66.8,42.835,-87.575,11,2
99687,43435,6/29/1931,25,93.3,94.2,42.8717,-87.4083,14,2
99685,43433,6/29/1931,23,93.3,94.2,42.8717,-87.4083,14,2
99686,43434,6/29/1931,24,93.3,94.2,42.8717,-87.4083,14,2
99688,43436,6/29/1931,26,93.3,94.2,42.8717,-87.4083,14,2
99689,43437,6/29/1931,30,93.3,94.2,42.8717,-87.4083,14,2
99770,43508,7/10/1931,23,93.3,94.2,42.8717,-87.4083,11,2
99771,43509,7/10/1931,24,93.3,94.2,42.8717,-87.4083,11,2
99772,43510,7/10/1931,25,93.3,94.2,42.8717,-87.4083,11,2
99773,43511,7/10/1931,26,93.3,94.2,42.8717,-87.4083,11,2
99774,43512,7/10/1931,30,93.3,94.2,42.8717,-87.4083,11,2
100919,43205,5/8/1931,25,93.3,94.2,42.8767,-87.4083,10,2
101046,43309,6/3/1931,24,93.3,94.2,42.8767,-87.4083,12,2
100917,43203,5/8/1931,23,93.3,94.2,42.8767,-87.4083,10,2
100918,43204,5/8/1931,24,93.3,94.2,42.8767,-87.4083,10,2
100920,43206,5/8/1931,26,93.3,94.2,42.8767,-87.4083,10,2
100921,43207,5/8/1931,30,93.3,94.2,42.8767,-87.4083,10,2
100979,43253,5/23/1931,23,93.3,94.2,42.8767,-87.4083,15,2
100980,43254,5/23/1931,24,93.3,94.2,42.8767,-87.4083,15,2
100981,43255,5/23/1931,25,93.3,94.2,42.8767,-87.4083,15,2
100982,43256,5/23/1931,26,93.3,94.2,42.8767,-87.4083,15,2
100983,43257,5/23/1931,30,93.3,94.2,42.8767,-87.4083,15,2
101045,43308,6/3/1931,23,93.3,94.2,42.8767,-87.4083,12,2
101047,43310,6/3/1931,25,93.3,94.2,42.8767,-87.4083,12,2
101048,43311,6/3/1931,26,93.3,94.2,42.8767,-87.4083,12,2
101049,43312,6/3/1931,30,93.3,94.2,42.8767,-87.4083,12,2
99605,43368,6/15/1931,23,93.3,94.2,42.8767,-87.4083,12,2
99606,43369,6/15/1931,24,93.3,94.2,42.8767,-87.4083,12,2
99607,43370,6/15/1931,25,93.3,94.2,42.8767,-87.4083,12,2
99608,43371,6/15/1931,26,93.3,94.2,42.8767,-87.4083,12,2
99609,43372,6/15/1931,30,93.3,94.2,42.8767,-87.4083,12,2
100824,43129,10/22/1930,24,82.3,82.3,42.9506,-86.5667,8,1
100823,43128,10/22/1930,23,82.3,82.3,42.9506,-86.5667,8,1
100825,43130,10/22/1930,25,82.3,82.3,42.9506,-86.5667,8,1
100826,43131,10/22/1930,26,82.3,82.3,42.9506,-86.5667,8,1
100827,43132,10/22/1930,30,82.3,82.3,42.9506,-86.5667,8,1
100808,43113,10/21/1930,23,65.8,82.3,42.9903,-86.4167,7,1
100809,43114,10/21/1930,24,65.8,82.3,42.9903,-86.4167,7,1
100810,43115,10/21/1930,25,65.8,82.3,42.9903,-86.4167,7,1
100811,43116,10/21/1930,26,65.8,82.3,42.9903,-86.4167,7,1
100812,43117,10/21/1930,30,65.8,82.3,42.9903,-86.4167,7,1
100251,44008,11/12/1931,23,66.3,71.3,42.9933,-87.5967,14,2
100252,44009,11/12/1931,24,66.3,71.3,42.9933,-87.5967,14,2
100253,44010,11/12/1931,25,66.3,71.3,42.9933,-87.5967,14,2
100254,44011,11/12/1931,26,66.3,71.3,42.9933,-87.5967,14,2
100255,44012,11/12/1931,30,66.3,71.3,42.9933,-87.5967,14,2
100181,43950,10/20/1931,25,59.4,65.8,42.9967,-87.6283,13,3
100216,43979,10/29/1931,24,59.4,65.8,42.9967,-87.6283,9,3
100412,43948,10/20/1931,23,59.4,65.8,42.9967,-87.6283,13,3
100180,43949,10/20/1931,24,59.4,65.8,42.9967,-87.6283,13,3
100182,43951,10/20/1931,26,59.4,65.8,42.9967,-87.6283,13,3
100183,43952,10/20/1931,30,59.4,65.8,42.9967,-87.6283,13,3
100215,43978,10/29/1931,23,59.4,65.8,42.9967,-87.6283,9,3
