OP_ID,GN_EFFORT_ID,OP_DATE,MESH_SIZE,BEG_DEPTH,END_DEPTH,LAT,LON,NIGHTS_OUT,N.PANEL
100217,43980,10/29/1931,25,59.4,65.8,42.9967,-87.6283,9,3
100218,43981,10/29/1931,26,59.4,65.8,42.9967,-87.6283,9,3
100219,43982,10/29/1931,30,59.4,65.8,42.9967,-87.6283,9,3
100818,43123,10/22/1930,23,64,80.5,43.0083,-86.4014,8,1
100819,43124,10/22/1930,24,64,80.5,43.0083,-86.4014,8,1
100820,43125,10/22/1930,25,64,80.5,43.0083,-86.4014,8,1
100821,43126,10/22/1930,26,64,80.5,43.0083,-86.4014,8,1
100822,43127,10/22/1930,30,64,80.5,43.0083,-86.4014,8,1
100443,42812,6/30/1930,23,65.8,73.2,43.0717,-86.3838,10,1
100444,42813,6/30/1930,24,65.8,73.2,43.0717,-86.3838,10,1
100445,42814,6/30/1930,25,65.8,73.2,43.0717,-86.3838,10,1
100446,42815,6/30/1930,26,65.8,73.2,43.0717,-86.3838,10,1
100447,42816,6/30/1930,30,65.8,73.2,43.0717,-86.3838,10,1
100496,42857,7/11/1930,23,65.8,73.2,43.0717,-86.3838,11,1
100497,42858,7/11/1930,24,65.8,73.2,43.0717,-86.3838,11,1
100498,42859,7/11/1930,25,65.8,73.2,43.0717,-86.3838,11,1
100499,42860,7/11/1930,26,65.8,73.2,43.0717,-86.3838,11,1
100500,42861,7/11/1930,30,65.8,73.2,43.0717,-86.3838,11,1
100558,42907,7/25/1930,23,45.7,47.5,43.0792,-86.3847,14,1
100559,42908,7/25/1930,24,45.7,47.5,43.0792,-86.3847,14,1
100560,42909,7/25/1930,25,45.7,47.5,43.0792,-86.3847,14,1
100561,42910,7/25/1930,26,45.7,47.5,43.0792,-86.3847,14,1
100562,42911,7/25/1930,30,45.7,47.5,43.0792,-86.3847,14,1
100628,42967,8/6/1930,23,45.7,47.5,43.0792,-86.3847,12,1
100629,42968,8/6/1930,24,45.7,47.5,43.0792,-86.3847,12,1
100630,42969,8/6/1930,25,45.7,47.5,43.0792,-86.3847,12,1
100631,42970,8/6/1930,26,45.7,47.5,43.0792,-86.3847,12,1
100632,42971,8/6/1930,30,45.7,47.5,43.0792,-86.3847,12,1
100687,43017,8/14/1930,23,45.7,47.5,43.0792,-86.3847,8,1
100688,43018,8/14/1930,24,45.7,47.5,43.0792,-86.3847,8,1
100689,43019,8/14/1930,25,45.7,47.5,43.0792,-86.3847,8,1
100690,43020,8/14/1930,26,45.7,47.5,43.0792,-86.3847,8,1
100691,43021,8/14/1930,30,45.7,47.5,43.0792,-86.3847,8,1
100501,42862,7/11/1930,23,100.6,102.4,43.0861,-86.5875,20,1
100502,42863,7/11/1930,24,100.6,102.4,43.0861,-86.5875,20,1
100503,42864,7/11/1930,25,100.6,102.4,43.0861,-86.5875,20,1
100504,42865,7/11/1930,26,100.6,102.4,43.0861,-86.5875,20,1
100505,42866,7/11/1930,30,100.6,102.4,43.0861,-86.5875,20,1
100449,42817,7/1/1930,23,71.3,73.2,43.1153,-87.6695,9,1
100451,42819,7/1/1930,25,71.3,73.2,43.1153,-87.6695,9,1
100452,42820,7/1/1930,26,71.3,73.2,43.1153,-87.6695,9,1
100515,42872,7/15/1930,23,71.3,73.2,43.1153,-87.6695,14,1
100516,42873,7/15/1930,24,71.3,73.2,43.1153,-87.6695,14,1
100517,42874,7/15/1930,25,71.3,73.2,43.1153,-87.6695,14,1
100518,42875,7/15/1930,26,71.3,73.2,43.1153,-87.6695,14,1
100519,42876,7/15/1930,30,71.3,73.2,43.1153,-87.6695,14,1
99778,43514,7/18/1931,24,42.1,47.5,43.1317,-86.35,16,1
99837,43563,7/27/1931,23,42.1,47.5,43.1317,-86.35,9,1
99712,43458,7/2/1931,23,42.1,47.5,43.1317,-86.35,10,1
99713,43459,7/2/1931,24,42.1,47.5,43.1317,-86.35,10,1
99714,43460,7/2/1931,25,42.1,47.5,43.1317,-86.35,10,1
99715,43461,7/2/1931,26,42.1,47.5,43.1317,-86.35,10,1
99716,43462,7/2/1931,30,42.1,47.5,43.1317,-86.35,10,1
99777,43513,7/18/1931,23,42.1,47.5,43.1317,-86.35,16,1
99779,43515,7/18/1931,25,42.1,47.5,43.1317,-86.35,16,1
99780,43516,7/18/1931,26,42.1,47.5,43.1317,-86.35,16,1
99781,43517,7/18/1931,30,42.1,47.5,43.1317,-86.35,16,1
99838,43564,7/27/1931,24,42.1,47.5,43.1317,-86.35,9,1
99839,43565,7/27/1931,25,42.1,47.5,43.1317,-86.35,9,1
99840,43566,7/27/1931,26,42.1,47.5,43.1317,-86.35,9,1
99841,43567,7/27/1931,30,42.1,47.5,43.1317,-86.35,9,1
99897,43613,8/7/1931,23,42.1,47.5,43.1317,-86.35,11,1
99898,43614,8/7/1931,24,42.1,47.5,43.1317,-86.35,11,1
99899,43615,8/7/1931,25,42.1,47.5,43.1317,-86.35,11,1
99900,43616,8/7/1931,26,42.1,47.5,43.1317,-86.35,11,1
99901,43617,8/7/1931,30,42.1,47.5,43.1317,-86.35,11,1
99957,43663,8/17/1931,23,42.1,47.5,43.1317,-86.35,10,1
99958,43664,8/17/1931,24,42.1,47.5,43.1317,-86.35,10,1
99959,43665,8/17/1931,25,42.1,47.5,43.1317,-86.35,10,1
99960,43666,8/17/1931,26,42.1,47.5,43.1317,-86.35,10,1
99961,43667,8/17/1931,30,42.1,47.5,43.1317,-86.35,10,1
100019,43713,8/25/1931,23,42.1,47.5,43.1317,-86.35,8,1
100020,43714,8/25/1931,24,42.1,47.5,43.1317,-86.35,8,1
100021,43715,8/25/1931,25,42.1,47.5,43.1317,-86.35,8,1
100022,43716,8/25/1931,26,42.1,47.5,43.1317,-86.35,8,1
100023,43717,8/25/1931,30,42.1,47.5,43.1317,-86.35,8,1
99639,43396,6/22/1931,26,52.1,57.6,43.1333,-86.3733,12,1
100938,43218,5/14/1931,23,47.5,58.5,43.1333,-86.3733,10,2
100939,43219,5/14/1931,24,47.5,58.5,43.1333,-86.3733,10,2
100940,43220,5/14/1931,25,47.5,58.5,43.1333,-86.3733,10,2
100941,43221,5/14/1931,26,47.5,58.5,43.1333,-86.3733,10,2
100942,43222,5/14/1931,30,47.5,58.5,43.1333,-86.3733,10,2
101009,43278,5/28/1931,23,52.1,58.5,43.1333,-86.3733,14,1
101010,43279,5/28/1931,24,52.1,58.5,43.1333,-86.3733,14,1
101011,43280,5/28/1931,25,52.1,58.5,43.1333,-86.3733,14,1
101012,43281,5/28/1931,26,52.1,58.5,43.1333,-86.3733,14,1
101013,43282,5/28/1931,30,52.1,58.5,43.1333,-86.3733,14,1
101076,43333,6/10/1931,23,52.1,58.5,43.1333,-86.3733,13,1
101077,43334,6/10/1931,24,52.1,58.5,43.1333,-86.3733,13,1
101078,43335,6/10/1931,25,52.1,58.5,43.1333,-86.3733,13,1
101079,43336,6/10/1931,26,52.1,58.5,43.1333,-86.3733,13,1
101080,43337,6/10/1931,30,52.1,58.5,43.1333,-86.3733,13,1
99636,43393,6/22/1931,23,52.1,57.6,43.1333,-86.3733,12,1
99637,43394,6/22/1931,24,52.1,57.6,43.1333,-86.3733,12,1
99638,43395,6/22/1931,25,52.1,57.6,43.1333,-86.3733,12,1
99640,43397,6/22/1931,30,52.1,57.6,43.1333,-86.3733,12,1
100090,43773,9/3/1931,23,54.9,58.5,43.1383,-86.405,9,1
100091,43774,9/3/1931,24,54.9,58.5,43.1383,-86.405,9,1
100092,43775,9/3/1931,25,54.9,58.5,43.1383,-86.405,9,1
100158,43831,9/15/1931,26,58.5,62.2,43.1433,-86.4183,12,1
100155,43828,9/15/1931,23,58.5,62.2,43.1433,-86.4183,12,1
100156,43829,9/15/1931,24,58.5,62.2,43.1433,-86.4183,12,1
100157,43830,9/15/1931,25,58.5,62.2,43.1433,-86.4183,12,1
100159,43832,9/15/1931,30,58.5,62.2,43.1433,-86.4183,12,1
100333,43878,9/29/1931,23,58.5,62.2,43.1433,-86.4183,14,1
100334,43879,9/29/1931,24,58.5,62.2,43.1433,-86.4183,14,1
100335,43880,9/29/1931,25,58.5,62.2,43.1433,-86.4183,14,1
100336,43881,9/29/1931,26,58.5,62.2,43.1433,-86.4183,14,1
100337,43882,9/29/1931,30,58.5,62.2,43.1433,-86.4183,14,1
100160,43833,9/15/1931,23,104.2,106.1,43.2017,-86.5317,12,1
100161,43834,9/15/1931,24,104.2,106.1,43.2017,-86.5317,12,1
100162,43835,9/15/1931,25,104.2,106.1,43.2017,-86.5317,12,1
100163,43836,9/15/1931,26,104.2,106.1,43.2017,-86.5317,12,1
100164,43837,9/15/1931,30,104.2,106.1,43.2017,-86.5317,12,1
100338,43883,9/29/1931,23,104.2,106.1,43.2017,-86.5317,14,1
100339,43884,9/29/1931,24,104.2,106.1,43.2017,-86.5317,14,1
100340,43885,9/29/1931,25,104.2,106.1,43.2017,-86.5317,14,1
100341,43886,9/29/1931,26,104.2,106.1,43.2017,-86.5317,14,1
100342,43887,9/29/1931,30,104.2,106.1,43.2017,-86.5317,14,1
100025,43719,8/25/1931,24,103.3,104.2,43.2017,-86.5133,8,1
100098,43781,9/3/1931,26,103.3,104.2,43.2017,-86.5133,9,1
100024,43718,8/25/1931,23,103.3,104.2,43.2017,-86.5133,8,1
100026,43720,8/25/1931,25,103.3,104.2,43.2017,-86.5133,8,1
100027,43721,8/25/1931,26,103.3,104.2,43.2017,-86.5133,8,1
100028,43722,8/25/1931,30,103.3,104.2,43.2017,-86.5133,8,1
100095,43778,9/3/1931,23,103.3,104.2,43.2017,-86.5133,9,1
100096,43779,9/3/1931,24,103.3,104.2,43.2017,-86.5133,9,1
100097,43780,9/3/1931,25,103.3,104.2,43.2017,-86.5133,9,1
100099,43782,9/3/1931,30,103.3,104.2,43.2017,-86.5133,9,1
101081,43338,6/10/1931,23,54.9,91.4,43.2017,-86.4967,13,1
99846,43572,7/27/1931,30,91.4,103.3,43.2017,-86.4967,9,1
100943,43223,5/14/1931,23,91.4,103.3,43.2017,-86.4967,10,2
100944,43224,5/14/1931,24,91.4,103.3,43.2017,-86.4967,10,2
100945,43225,5/14/1931,25,91.4,103.3,43.2017,-86.4967,10,2
100946,43226,5/14/1931,26,91.4,103.3,43.2017,-86.4967,10,2
100947,43227,5/14/1931,30,91.4,103.3,43.2017,-86.4967,10,2
101014,43283,5/28/1931,23,95.1,103.3,43.2017,-86.4967,14,1
101015,43284,5/28/1931,24,95.1,103.3,43.2017,-86.4967,14,1
101016,43285,5/28/1931,25,95.1,103.3,43.2017,-86.4967,14,1
101017,43286,5/28/1931,26,95.1,103.3,43.2017,-86.4967,14,1
101018,43287,5/28/1931,30,95.1,103.3,43.2017,-86.4967,14,1
101082,43339,6/10/1931,24,54.9,91.4,43.2017,-86.4967,13,1
101083,43340,6/10/1931,25,54.9,91.4,43.2017,-86.4967,13,1
101084,43341,6/10/1931,26,54.9,91.4,43.2017,-86.4967,13,1
101085,43342,6/10/1931,30,54.9,91.4,43.2017,-86.4967,13,1
99641,43398,6/22/1931,23,91.4,103.3,43.2017,-86.4967,12,1
99642,43399,6/22/1931,24,91.4,103.3,43.2017,-86.4967,12,1
99643,43400,6/22/1931,25,91.4,103.3,43.2017,-86.4967,12,1
99644,43401,6/22/1931,26,91.4,103.3,43.2017,-86.4967,12,1
99645,43402,6/22/1931,30,91.4,103.3,43.2017,-86.4967,12,1
99717,43463,7/2/1931,23,91.4,103.3,43.2017,-86.4967,10,1
99718,43464,7/2/1931,24,91.4,103.3,43.2017,-86.4967,10,1
99719,43465,7/2/1931,25,91.4,103.3,43.2017,-86.4967,10,1
99720,43466,7/2/1931,26,91.4,103.3,43.2017,-86.4967,10,1
99721,43467,7/2/1931,30,91.4,103.3,43.2017,-86.4967,10,1
99782,43518,7/18/1931,23,91.4,103.3,43.2017,-86.4967,16,1
99783,43519,7/18/1931,24,91.4,103.3,43.2017,-86.4967,16,1
99784,43520,7/18/1931,25,91.4,103.3,43.2017,-86.4967,16,1
99785,43521,7/18/1931,26,91.4,103.3,43.2017,-86.4967,16,1
99786,43522,7/18/1931,30,91.4,103.3,43.2017,-86.4967,16,1
99842,43568,7/27/1931,23,91.4,103.3,43.2017,-86.4967,9,1
99843,43569,7/27/1931,24,91.4,103.3,43.2017,-86.4967,9,1
99844,43570,7/27/1931,25,91.4,103.3,43.2017,-86.4967,9,1
99845,43571,7/27/1931,26,91.4,103.3,43.2017,-86.4967,9,1
99902,43618,8/7/1931,23,91.4,103.3,43.2017,-86.4967,11,1
99903,43619,8/7/1931,24,91.4,103.3,43.2017,-86.4967,11,1
99904,43620,8/7/1931,25,91.4,103.3,43.2017,-86.4967,11,1
99905,43621,8/7/1931,26,91.4,103.3,43.2017,-86.4967,11,1
99906,43622,8/7/1931,30,91.4,103.3,43.2017,-86.4967,11,1
99962,43668,8/17/1931,23,91.4,103.3,43.2017,-86.4967,10,1
99963,43669,8/17/1931,24,91.4,103.3,43.2017,-86.4967,10,1
99964,43670,8/17/1931,25,91.4,103.3,43.2017,-86.4967,10,1
99965,43671,8/17/1931,26,91.4,103.3,43.2017,-86.4967,10,1
99966,43672,8/17/1931,30,91.4,103.3,43.2017,-86.4967,10,1
100510,42867,7/15/1930,23,109.7,110.6,43.2236,-87.6333,22,1
100511,42868,7/15/1930,24,109.7,110.6,43.2236,-87.6333,22,1
100512,42869,7/15/1930,25,109.7,110.6,43.2236,-87.6333,22,1
100513,42870,7/15/1930,26,109.7,110.6,43.2236,-87.6333,22,1
100514,42871,7/15/1930,30,109.7,110.6,43.2236,-87.6333,22,1
100653,42987,8/9/1930,23,56.7,67.7,43.2945,-87.5181,11,1
100654,42988,8/9/1930,24,56.7,67.7,43.2945,-87.5181,11,1
100655,42989,8/9/1930,25,56.7,67.7,43.2945,-87.5181,11,1
100656,42990,8/9/1930,26,56.7,67.7,43.2945,-87.5181,11,1
100657,42991,8/9/1930,30,56.7,67.7,43.2945,-87.5181,11,1
100582,42927,7/29/1930,23,56.7,89.6,43.2945,-87.5306,11,1
100583,42928,7/29/1930,24,56.7,89.6,43.2945,-87.5306,11,1
100584,42929,7/29/1930,25,56.7,89.6,43.2945,-87.5306,11,1
100585,42930,7/29/1930,26,56.7,89.6,43.2945,-87.5306,11,1
100586,42931,7/29/1930,30,56.7,89.6,43.2945,-87.5306,11,1
100712,43042,8/21/1930,23,56.7,91.4,43.2945,-87.5306,12,1
100713,43043,8/21/1930,24,56.7,91.4,43.2945,-87.5306,12,1
100714,43044,8/21/1930,25,56.7,91.4,43.2945,-87.5306,12,1
100715,43045,8/21/1930,26,56.7,91.4,43.2945,-87.5306,12,1
100716,43046,8/21/1930,30,56.7,91.4,43.2945,-87.5306,12,1
100587,42932,7/29/1930,23,118.9,124.4,43.3083,-87.5833,11,1
100588,42933,7/29/1930,24,118.9,124.4,43.3083,-87.5833,11,1
100589,42934,7/29/1930,25,118.9,124.4,43.3083,-87.5833,11,1
100590,42935,7/29/1930,26,118.9,124.4,43.3083,-87.5833,11,1
100591,42936,7/29/1930,30,118.9,124.4,43.3083,-87.5833,11,1
100658,42992,8/9/1930,23,118.9,124.4,43.3083,-87.5833,11,1
100659,42993,8/9/1930,24,118.9,124.4,43.3083,-87.5833,11,1
100660,42994,8/9/1930,25,118.9,124.4,43.3083,-87.5833,11,1
100661,42995,8/9/1930,26,118.9,124.4,43.3083,-87.5833,11,1
100662,42996,8/9/1930,30,118.9,124.4,43.3083,-87.5833,11,1
100717,43047,8/21/1930,23,118.9,124.4,43.3083,-87.5833,12,1
100718,43048,8/21/1930,24,118.9,124.4,43.3083,-87.5833,12,1
100719,43049,8/21/1930,25,118.9,124.4,43.3083,-87.5833,12,1
100720,43050,8/21/1930,26,118.9,124.4,43.3083,-87.5833,12,1
100721,43051,8/21/1930,30,118.9,124.4,43.3083,-87.5833,12,1
100067,43753,8/31/1931,23,54.9,64,43.4083,-87.7717,10,2
100068,43754,8/31/1931,24,54.9,64,43.4083,-87.7717,10,2
100069,43755,8/31/1931,25,54.9,64,43.4083,-87.7717,10,2
100070,43756,8/31/1931,26,54.9,64,43.4083,-87.7717,10,2
100071,43757,8/31/1931,30,54.9,64,43.4083,-87.7717,10,2
101104,43357,6/12/1931,30,73.2,73.2,43.435,-87.2083,11,2
101100,43353,6/12/1931,23,73.2,73.2,43.435,-87.2083,11,2
101101,43354,6/12/1931,24,73.2,73.2,43.435,-87.2083,11,2
101102,43355,6/12/1931,25,73.2,73.2,43.435,-87.2083,11,2
101103,43356,6/12/1931,26,73.2,73.2,43.435,-87.2083,11,2
99670,43418,6/27/1931,23,73.2,73.2,43.435,-87.2083,15,3
99671,43419,6/27/1931,24,73.2,73.2,43.435,-87.2083,15,3
99672,43420,6/27/1931,25,73.2,73.2,43.435,-87.2083,15,3
99673,43421,6/27/1931,26,73.2,73.2,43.435,-87.2083,15,3
99674,43422,6/27/1931,30,73.2,73.2,43.435,-87.2083,15,3
100961,43238,5/20/1931,23,75,80.5,43.4417,-87.195,14,2
100962,43239,5/20/1931,24,75,80.5,43.4417,-87.195,14,2
100963,43240,5/20/1931,25,75,80.5,43.4417,-87.195,14,2
100964,43241,5/20/1931,26,75,80.5,43.4417,-87.195,14,2
100965,43242,5/20/1931,30,75,80.5,43.4417,-87.195,14,2
101028,43293,6/1/1931,23,80.5,84.1,43.4417,-87.195,12,2
101029,43294,6/1/1931,24,80.5,84.1,43.4417,-87.195,12,2
101030,43295,6/1/1931,25,80.5,84.1,43.4417,-87.195,12,2
101031,43296,6/1/1931,26,80.5,84.1,43.4417,-87.195,12,2
101032,43297,6/1/1931,30,80.5,84.1,43.4417,-87.195,12,2
99883,43602,8/4/1931,30,137.2,139,43.4417,-87.555,11,4
100074,43760,8/31/1931,25,137.2,139,43.4417,-87.555,10,2
99879,43598,8/4/1931,23,137.2,139,43.4417,-87.555,11,4
99880,43599,8/4/1931,24,137.2,139,43.4417,-87.555,11,4
99881,43600,8/4/1931,25,137.2,139,43.4417,-87.555,11,4
99882,43601,8/4/1931,26,137.2,139,43.4417,-87.555,11,4
99939,43648,8/13/1931,23,137.2,139,43.4417,-87.555,9,4
99940,43649,8/13/1931,24,137.2,139,43.4417,-87.555,9,4
99941,43650,8/13/1931,25,137.2,139,43.4417,-87.555,9,4
99942,43651,8/13/1931,26,137.2,139,43.4417,-87.555,9,4
99943,43652,8/13/1931,30,137.2,139,43.4417,-87.555,9,4
100000,43698,8/21/1931,23,137.2,139,43.4417,-87.555,8,4
100001,43699,8/21/1931,24,137.2,139,43.4417,-87.555,8,4
100002,43700,8/21/1931,25,137.2,139,43.4417,-87.555,8,4
100003,43701,8/21/1931,26,137.2,139,43.4417,-87.555,8,4
100004,43702,8/21/1931,30,137.2,139,43.4417,-87.555,8,4
100072,43758,8/31/1931,23,137.2,139,43.4417,-87.555,10,2
100073,43759,8/31/1931,24,137.2,139,43.4417,-87.555,10,2
100075,43761,8/31/1931,26,137.2,139,43.4417,-87.555,10,2
100076,43762,8/31/1931,30,137.2,139,43.4417,-87.555,10,2
100138,43813,9/11/1931,23,137.2,139.9,43.4417,-87.555,11,3
100139,43814,9/11/1931,24,137.2,139.9,43.4417,-87.555,11,3
100140,43815,9/11/1931,25,137.2,139.9,43.4417,-87.555,11,3
100141,43816,9/11/1931,26,137.2,139.9,43.4417,-87.555,11,3
100142,43817,9/11/1931,30,137.2,139.9,43.4417,-87.555,11,3
100908,43195,5/7/1931,25,80.5,84.1,43.4517,-87.21,13,2
100906,43193,5/7/1931,23,80.5,84.1,43.4517,-87.21,13,2
100907,43194,5/7/1931,24,80.5,84.1,43.4517,-87.21,13,2
100909,43196,5/7/1931,26,80.5,84.1,43.4517,-87.21,13,2
100910,43197,5/7/1931,30,80.5,84.1,43.4517,-87.21,13,2
100563,42912,7/25/1930,23,102.4,102.4,43.6,-86.6125,14,1
100564,42913,7/25/1930,24,102.4,102.4,43.6,-86.6125,14,1
100565,42914,7/25/1930,25,102.4,102.4,43.6,-86.6125,14,1
100566,42915,7/25/1930,26,102.4,102.4,43.6,-86.6125,14,1
100567,42916,7/25/1930,30,102.4,102.4,43.6,-86.6125,14,1
100633,42972,8/6/1930,23,102.4,102.4,43.6,-86.6125,12,1
100634,42973,8/6/1930,24,102.4,102.4,43.6,-86.6125,12,1
100635,42974,8/6/1930,25,102.4,102.4,43.6,-86.6125,12,1
100636,42975,8/6/1930,26,102.4,102.4,43.6,-86.6125,12,1
100637,42976,8/6/1930,30,102.4,102.4,43.6,-86.6125,12,1
100692,43022,8/18/1930,23,102.4,102.4,43.6,-86.6125,12,1
100693,43023,8/18/1930,24,102.4,102.4,43.6,-86.6125,12,1
100694,43024,8/18/1930,25,102.4,102.4,43.6,-86.6125,12,1
100695,43025,8/18/1930,26,102.4,102.4,43.6,-86.6125,12,1
100696,43026,8/18/1930,30,102.4,102.4,43.6,-86.6125,12,1
100271,44028,11/18/1931,23,128,131.7,43.6067,-87.5,12,2
100272,44029,11/18/1931,24,128,131.7,43.6067,-87.5,12,2
100273,44030,11/18/1931,25,128,131.7,43.6067,-87.5,12,2
100274,44031,11/18/1931,26,128,131.7,43.6067,-87.5,12,2
100275,44032,11/18/1931,30,128,131.7,43.6067,-87.5,12,2
100379,43923,10/6/1931,23,128,131.7,43.6067,-87.5,13,2
100380,43924,10/6/1931,24,128,131.7,43.6067,-87.5,13,2
100381,43925,10/6/1931,25,128,131.7,43.6067,-87.5,13,2
100382,43926,10/6/1931,26,128,131.7,43.6067,-87.5,13,2
100383,43927,10/6/1931,30,128,131.7,43.6067,-87.5,13,2
100405,43943,10/16/1931,23,128,131.7,43.6067,-87.5,10,2
100406,43944,10/16/1931,24,128,131.7,43.6067,-87.5,10,2
100407,43945,10/16/1931,25,128,131.7,43.6067,-87.5,10,2
100408,43946,10/16/1931,26,128,131.7,43.6067,-87.5,10,2
100409,43947,10/16/1931,30,128,131.7,43.6067,-87.5,10,2
100208,43973,10/26/1931,23,128,131.7,43.6067,-87.5,10,2
100209,43974,10/26/1931,24,128,131.7,43.6067,-87.5,10,2
100210,43975,10/26/1931,25,128,131.7,43.6067,-87.5,10,2
100211,43976,10/26/1931,26,128,131.7,43.6067,-87.5,10,2
100212,43977,10/26/1931,30,128,131.7,43.6067,-87.5,10,2
100244,44003,11/6/1931,23,128,131.7,43.6067,-87.5,11,2
100245,44004,11/6/1931,24,128,131.7,43.6067,-87.5,11,2
100246,44005,11/6/1931,25,128,131.7,43.6067,-87.5,11,2
100247,44006,11/6/1931,26,128,131.7,43.6067,-87.5,11,2
100248,44007,11/6/1931,30,128,131.7,43.6067,-87.5,11,2
100621,42962,8/5/1930,23,111.6,115.2,43.6431,-86.6819,13,1
100622,42963,8/5/1930,24,111.6,115.2,43.6431,-86.6819,13,1
100623,42964,8/5/1930,25,111.6,115.2,43.6431,-86.6819,13,1
100624,42965,8/5/1930,26,111.6,115.2,43.6431,-86.6819,13,1
100625,42966,8/5/1930,30,111.6,115.2,43.6431,-86.6819,13,1
100727,43057,8/26/1930,23,111.6,115.2,43.6431,-86.6819,13,1
100728,43058,8/26/1930,24,111.6,115.2,43.6431,-86.6819,13,1
100729,43059,8/26/1930,25,111.6,115.2,43.6431,-86.6819,13,1
100730,43060,8/26/1930,26,111.6,115.2,43.6431,-86.6819,13,1
100731,43061,8/26/1930,30,111.6,115.2,43.6431,-86.6819,13,1
99666,43415,6/26/1931,25,119.8,133.5,43.65,-87.5233,13,3
99664,43413,6/26/1931,23,119.8,133.5,43.65,-87.5233,13,3
99665,43414,6/26/1931,24,119.8,133.5,43.65,-87.5233,13,3
99667,43416,6/26/1931,26,119.8,133.5,43.65,-87.5233,13,3
99668,43417,6/26/1931,30,119.8,133.5,43.65,-87.5233,13,3
99760,43498,7/9/1931,23,119.8,133.5,43.65,-87.5233,13,3
99761,43499,7/9/1931,24,119.8,133.5,43.65,-87.5233,13,3
99762,43500,7/9/1931,25,119.8,133.5,43.65,-87.5233,13,3
99763,43501,7/9/1931,26,119.8,133.5,43.65,-87.5233,13,3
99764,43502,7/9/1931,30,119.8,133.5,43.65,-87.5233,13,3
100680,43012,8/13/1930,23,111.6,115.2,43.6556,-86.7695,8,1
100681,43013,8/13/1930,24,111.6,115.2,43.6556,-86.7695,8,1
100682,43014,8/13/1930,25,111.6,115.2,43.6556,-86.7695,8,1
100683,43015,8/13/1930,26,111.6,115.2,43.6556,-86.7695,8,1
100684,43016,8/13/1930,30,111.6,115.2,43.6556,-86.7695,8,1
101034,43298,6/2/1931,23,99.7,119.8,43.6583,-87.5383,13,2
100900,43188,5/6/1931,23,100.6,119.8,43.6583,-87.5383,12,2
100901,43189,5/6/1931,24,100.6,119.8,43.6583,-87.5383,12,2
100902,43190,5/6/1931,25,100.6,119.8,43.6583,-87.5383,12,2
100903,43191,5/6/1931,26,100.6,119.8,43.6583,-87.5383,12,2
100904,43192,5/6/1931,30,100.6,119.8,43.6583,-87.5383,12,2
100966,43243,5/20/1931,23,100.6,119.8,43.6583,-87.5383,14,2
100967,43244,5/20/1931,24,100.6,119.8,43.6583,-87.5383,14,2
100968,43245,5/20/1931,25,100.6,119.8,43.6583,-87.5383,14,2
100969,43246,5/20/1931,26,100.6,119.8,43.6583,-87.5383,14,2
100970,43247,5/20/1931,30,100.6,119.8,43.6583,-87.5383,14,2
101035,43299,6/2/1931,24,99.7,119.8,43.6583,-87.5383,13,2
101036,43300,6/2/1931,25,99.7,119.8,43.6583,-87.5383,13,2
101037,43301,6/2/1931,26,99.7,119.8,43.6583,-87.5383,13,2
101038,43302,6/2/1931,30,99.7,119.8,43.6583,-87.5383,13,2
101107,43358,6/13/1931,23,99.7,119.8,43.6583,-87.5383,11,2
101108,43359,6/13/1931,24,99.7,119.8,43.6583,-87.5383,11,2
101109,43360,6/13/1931,25,99.7,119.8,43.6583,-87.5383,11,2
99597,43361,6/13/1931,26,99.7,119.8,43.6583,-87.5383,11,2
99598,43362,6/13/1931,30,99.7,119.8,43.6583,-87.5383,11,2
100266,44023,11/18/1931,23,69.5,82.3,43.665,-87.5917,12,1
100267,44024,11/18/1931,24,69.5,82.3,43.665,-87.5917,12,1
100268,44025,11/18/1931,25,69.5,82.3,43.665,-87.5917,12,1
100269,44026,11/18/1931,26,69.5,82.3,43.665,-87.5917,12,1
100376,43920,10/6/1931,25,69.5,91.4,43.665,-87.5917,13,2
100402,43940,10/16/1931,25,69.5,91.4,43.665,-87.5917,10,2
100204,43969,10/26/1931,24,69.5,91.4,43.665,-87.5917,10,2
100239,43998,11/6/1931,23,69.5,91.4,43.665,-87.5917,11,2
100270,44027,11/18/1931,30,69.5,82.3,43.665,-87.5917,12,1
100374,43918,10/6/1931,23,69.5,91.4,43.665,-87.5917,13,2
100375,43919,10/6/1931,24,69.5,91.4,43.665,-87.5917,13,2
100377,43921,10/6/1931,26,69.5,91.4,43.665,-87.5917,13,2
100378,43922,10/6/1931,30,69.5,91.4,43.665,-87.5917,13,2
100400,43938,10/16/1931,23,69.5,91.4,43.665,-87.5917,10,2
100401,43939,10/16/1931,24,69.5,91.4,43.665,-87.5917,10,2
100403,43941,10/16/1931,26,69.5,91.4,43.665,-87.5917,10,2
100404,43942,10/16/1931,30,69.5,91.4,43.665,-87.5917,10,2
100203,43968,10/26/1931,23,69.5,91.4,43.665,-87.5917,10,2
100205,43970,10/26/1931,25,69.5,91.4,43.665,-87.5917,10,2
100206,43971,10/26/1931,26,69.5,91.4,43.665,-87.5917,10,2
100207,43972,10/26/1931,30,69.5,91.4,43.665,-87.5917,10,2
100240,43999,11/6/1931,24,69.5,91.4,43.665,-87.5917,11,2
100241,44000,11/6/1931,25,69.5,91.4,43.665,-87.5917,11,2
100242,44001,11/6/1931,26,69.5,91.4,43.665,-87.5917,11,2
